condition,seed,method,scene,auc,cnr,n_target,n_bg,n_valid,file
150k_1mm,46,namt_4p,u_void_concrete,0.9863173770541439,4.600185875344794,648,1631,2279,150k_1mm/seed_46/namt_4p/u_void_concrete.npz
100k_1mm,42,poca,u_pb_soil,0.9602296505545093,2.8999466709649226,648,1652,2300,100k_1mm/seed_42/poca/u_pb_soil.npz
100k_1mm,42,poca,u_pb_concrete,0.949909200968523,2.4165768349529695,648,1652,2300,100k_1mm/seed_42/poca/u_pb_concrete.npz
100k_1mm,42,poca,u_explosive_soil,0.4845660295427831,0.10955353842859163,648,1649,2297,100k_1mm/seed_42/poca/u_explosive_soil.npz
100k_1mm,42,poca,u_explosive_concrete,0.555248221385227,0.18446338985995162,648,1652,2300,100k_1mm/seed_42/poca/u_explosive_concrete.npz
100k_1mm,42,poca,u_void_soil,0.6081413890195903,0.3087874515285745,648,1653,2301,100k_1mm/seed_42/poca/u_void_soil.npz
100k_1mm,42,poca,u_void_concrete,0.6358146130391893,0.36806249490382476,648,1652,2300,100k_1mm/seed_42/poca/u_void_concrete.npz
100k_1mm,42,asr_q75,u_pb_soil,0.9996592428282285,5.526046677459018,648,1653,2301,100k_1mm/seed_42/asr_q75/u_pb_soil.npz
100k_1mm,42,asr_q75,u_pb_concrete,0.998657875046764,5.240142017826039,648,1650,2298,100k_1mm/seed_42/asr_q75/u_pb_concrete.npz
100k_1mm,42,asr_q75,u_explosive_soil,0.5013334531942946,-0.002807220389036843,648,1648,2296,100k_1mm/seed_42/asr_q75/u_explosive_soil.npz
100k_1mm,42,asr_q75,u_explosive_concrete,0.6304012345679012,0.3113187606429289,648,1648,2296,100k_1mm/seed_42/asr_q75/u_explosive_concrete.npz
100k_1mm,42,asr_q75,u_void_soil,0.8077844289002482,0.8019756625771812,648,1652,2300,100k_1mm/seed_42/asr_q75/u_void_soil.npz
100k_1mm,42,asr_q75,u_void_concrete,0.839179166010779,0.9216510197905504,648,1647,2295,100k_1mm/seed_42/asr_q75/u_void_concrete.npz
100k_1mm,42,mlsd_median,u_pb_soil,0.9972201658553365,5.372635397411823,648,1651,2299,100k_1mm/seed_42/mlsd_median/u_pb_soil.npz
100k_1mm,42,mlsd_median,u_pb_concrete,0.9943720977185544,4.653640248067049,648,1651,2299,100k_1mm/seed_42/mlsd_median/u_pb_concrete.npz
100k_1mm,42,mlsd_median,u_explosive_soil,0.6465787663294225,0.4141620343099605,648,1651,2299,100k_1mm/seed_42/mlsd_median/u_explosive_soil.npz
100k_1mm,42,mlsd_median,u_explosive_concrete,0.7410847148379957,0.6122613414129447,648,1651,2299,100k_1mm/seed_42/mlsd_median/u_explosive_concrete.npz
100k_1mm,42,mlsd_median,u_void_soil,0.8566356156398529,0.8351958502533712,648,1652,2300,100k_1mm/seed_42/mlsd_median/u_void_soil.npz
100k_1mm,42,mlsd_median,u_void_concrete,0.8586430962843392,0.8542440251338752,648,1652,2300,100k_1mm/seed_42/mlsd_median/u_void_concrete.npz
100k_1mm,42,namt_3p,u_pb_soil,0.9999686060292121,11.327414712254765,648,1573,2221,100k_1mm/seed_42/namt_3p/u_pb_soil.npz
100k_1mm,42,namt_3p,u_pb_concrete,0.9999737118822293,12.695296635150203,648,1585,2233,100k_1mm/seed_42/namt_3p/u_pb_concrete.npz
100k_1mm,42,namt_3p,u_explosive_soil,0.8947218489442126,1.8166109396412107,648,1571,2219,100k_1mm/seed_42/namt_3p/u_explosive_soil.npz
100k_1mm,42,namt_3p,u_explosive_concrete,0.9294848980947635,2.2057749307013466,648,1561,2209,100k_1mm/seed_42/namt_3p/u_explosive_concrete.npz
100k_1mm,42,namt_3p,u_void_soil,0.9720442736137803,3.077888590622686,648,1561,2209,100k_1mm/seed_42/namt_3p/u_void_soil.npz
100k_1mm,42,namt_3p,u_void_concrete,0.9713202051817075,3.290750256016932,648,1562,2210,100k_1mm/seed_42/namt_3p/u_void_concrete.npz
100k_1mm,42,namt_4p,u_pb_soil,0.9999862651377803,13.466795477827604,648,1573,2221,100k_1mm/seed_42/namt_4p/u_pb_soil.npz
100k_1mm,42,namt_4p,u_pb_concrete,0.9999445028624839,12.485980457894707,648,1585,2233,100k_1mm/seed_42/namt_4p/u_pb_concrete.npz
100k_1mm,42,namt_4p,u_explosive_soil,0.8730167149963458,1.5967986013597044,648,1571,2219,100k_1mm/seed_42/namt_4p/u_explosive_soil.npz
100k_1mm,42,namt_4p,u_explosive_concrete,0.9230975316550802,2.306710692547889,648,1561,2209,100k_1mm/seed_42/namt_4p/u_explosive_concrete.npz
100k_1mm,42,namt_4p,u_void_soil,0.977443036673231,3.6759666968763476,648,1561,2209,100k_1mm/seed_42/namt_4p/u_void_soil.npz
100k_1mm,42,namt_4p,u_void_concrete,0.9718645769115253,3.5977127658535153,648,1562,2210,100k_1mm/seed_42/namt_4p/u_void_concrete.npz
100k_1mm,43,poca,u_pb_soil,0.952526236433935,2.051558606356979,648,1654,2302,100k_1mm/seed_43/poca/u_pb_soil.npz
100k_1mm,43,poca,u_pb_concrete,0.9514341675815763,1.9789241740071999,648,1653,2301,100k_1mm/seed_43/poca/u_pb_concrete.npz
100k_1mm,43,poca,u_explosive_soil,0.49449120838009725,0.12525735370821114,648,1650,2298,100k_1mm/seed_43/poca/u_explosive_soil.npz
100k_1mm,43,poca,u_explosive_concrete,0.5612551440329218,0.2107032274195851,648,1650,2298,100k_1mm/seed_43/poca/u_explosive_concrete.npz
100k_1mm,43,poca,u_void_soil,0.6190683162467939,0.26206072522002094,648,1651,2299,100k_1mm/seed_43/poca/u_void_soil.npz
100k_1mm,43,poca,u_void_concrete,0.638131807176535,0.34670279528532194,648,1647,2295,100k_1mm/seed_43/poca/u_void_concrete.npz
100k_1mm,43,asr_q75,u_pb_soil,0.9998402609631423,5.824522505340721,648,1652,2300,100k_1mm/seed_43/asr_q75/u_pb_soil.npz
100k_1mm,43,asr_q75,u_pb_concrete,0.9996179431859044,5.502830833336609,648,1648,2296,100k_1mm/seed_43/asr_q75/u_pb_concrete.npz
100k_1mm,43,asr_q75,u_explosive_soil,0.5465218351563611,0.08784350350033894,648,1649,2297,100k_1mm/seed_43/asr_q75/u_explosive_soil.npz
100k_1mm,43,asr_q75,u_explosive_concrete,0.6437938241639698,0.31555932661541036,648,1648,2296,100k_1mm/seed_43/asr_q75/u_explosive_concrete.npz
100k_1mm,43,asr_q75,u_void_soil,0.8282058036648432,0.9097026444960389,648,1652,2300,100k_1mm/seed_43/asr_q75/u_void_soil.npz
100k_1mm,43,asr_q75,u_void_concrete,0.8365800744040922,0.9182017185650452,648,1646,2294,100k_1mm/seed_43/asr_q75/u_void_concrete.npz
100k_1mm,43,mlsd_median,u_pb_soil,0.9980506822612085,5.4293295148743645,648,1653,2301,100k_1mm/seed_43/mlsd_median/u_pb_soil.npz
100k_1mm,43,mlsd_median,u_pb_concrete,0.9977840849717109,5.18324633664526,648,1654,2302,100k_1mm/seed_43/mlsd_median/u_pb_concrete.npz
100k_1mm,43,mlsd_median,u_explosive_soil,0.6693413142271036,0.4906636096811744,648,1649,2297,100k_1mm/seed_43/mlsd_median/u_explosive_soil.npz
100k_1mm,43,mlsd_median,u_explosive_concrete,0.8000710811821923,0.7208758902631134,648,1650,2298,100k_1mm/seed_43/mlsd_median/u_explosive_concrete.npz
100k_1mm,43,mlsd_median,u_void_soil,0.8554635798730287,0.8144749827061506,648,1651,2299,100k_1mm/seed_43/mlsd_median/u_void_soil.npz
100k_1mm,43,mlsd_median,u_void_concrete,0.8921588457389428,0.8572174710457344,648,1648,2296,100k_1mm/seed_43/mlsd_median/u_void_concrete.npz
100k_1mm,43,namt_3p,u_pb_soil,0.9999990245196735,11.278583496498952,648,1582,2230,100k_1mm/seed_43/namt_3p/u_pb_soil.npz
100k_1mm,43,namt_3p,u_pb_concrete,0.9999462466477455,10.579799475076896,648,1579,2227,100k_1mm/seed_43/namt_3p/u_pb_concrete.npz
100k_1mm,43,namt_3p,u_explosive_soil,0.8650792246599041,1.464233578511934,648,1570,2218,100k_1mm/seed_43/namt_3p/u_explosive_soil.npz
100k_1mm,43,namt_3p,u_explosive_concrete,0.9346274222285291,2.5632531320204075,648,1566,2214,100k_1mm/seed_43/namt_3p/u_explosive_concrete.npz
100k_1mm,43,namt_3p,u_void_soil,0.9747529290497211,3.064825113540974,648,1569,2217,100k_1mm/seed_43/namt_3p/u_void_soil.npz
100k_1mm,43,namt_3p,u_void_concrete,0.9639582643520489,2.727814847707396,648,1566,2214,100k_1mm/seed_43/namt_3p/u_void_concrete.npz
100k_1mm,43,namt_4p,u_pb_soil,0.9999902451967349,11.582755321608435,648,1582,2230,100k_1mm/seed_43/namt_4p/u_pb_soil.npz
100k_1mm,43,namt_4p,u_pb_concrete,0.9999921813305812,11.27716771378537,648,1579,2227,100k_1mm/seed_43/namt_4p/u_pb_concrete.npz
100k_1mm,43,namt_4p,u_explosive_soil,0.8525015726979633,1.3876037215844086,648,1570,2218,100k_1mm/seed_43/namt_4p/u_explosive_soil.npz
100k_1mm,43,namt_4p,u_explosive_concrete,0.9324210065749019,2.5019145588257707,648,1566,2214,100k_1mm/seed_43/namt_4p/u_explosive_concrete.npz
100k_1mm,43,namt_4p,u_void_soil,0.9773898606488366,3.3416772132018293,648,1569,2217,100k_1mm/seed_43/namt_4p/u_void_soil.npz
100k_1mm,43,namt_4p,u_void_concrete,0.978316225974804,3.371900228485153,648,1566,2214,100k_1mm/seed_43/namt_4p/u_void_concrete.npz
100k_1mm,44,poca,u_pb_soil,0.9608975652407856,2.506041905968376,648,1652,2300,100k_1mm/seed_44/poca/u_pb_soil.npz
100k_1mm,44,poca,u_pb_concrete,0.9562912892715153,2.826045486498858,648,1652,2300,100k_1mm/seed_44/poca/u_pb_concrete.npz
100k_1mm,44,poca,u_explosive_soil,0.5002274105518496,0.175693473820809,648,1649,2297,100k_1mm/seed_44/poca/u_explosive_soil.npz
100k_1mm,44,poca,u_explosive_concrete,0.5380462384142561,0.23654777478280886,648,1653,2301,100k_1mm/seed_44/poca/u_explosive_concrete.npz
100k_1mm,44,poca,u_void_soil,0.6134418064149703,0.294565932303837,648,1652,2300,100k_1mm/seed_44/poca/u_void_soil.npz
100k_1mm,44,poca,u_void_concrete,0.6187131256028894,0.2471237088676194,648,1651,2299,100k_1mm/seed_44/poca/u_void_concrete.npz
100k_1mm,44,asr_q75,u_pb_soil,0.9998062799002763,5.711011391757243,648,1649,2297,100k_1mm/seed_44/asr_q75/u_pb_soil.npz
100k_1mm,44,asr_q75,u_pb_concrete,0.9996165300729992,5.533236003531763,648,1654,2302,100k_1mm/seed_44/asr_q75/u_pb_concrete.npz
100k_1mm,44,asr_q75,u_explosive_soil,0.5332136596548004,0.045050221902757544,648,1648,2296,100k_1mm/seed_44/asr_q75/u_explosive_soil.npz
100k_1mm,44,asr_q75,u_explosive_concrete,0.6460013176710164,0.2863344441876657,648,1649,2297,100k_1mm/seed_44/asr_q75/u_explosive_concrete.npz
100k_1mm,44,asr_q75,u_void_soil,0.7969824785463019,0.8043126464465243,648,1653,2301,100k_1mm/seed_44/asr_q75/u_void_soil.npz
100k_1mm,44,asr_q75,u_void_concrete,0.8353887575518781,0.9681267696943,648,1645,2293,100k_1mm/seed_44/asr_q75/u_void_concrete.npz
100k_1mm,44,mlsd_median,u_pb_soil,0.996540855827579,4.887104170141337,648,1652,2300,100k_1mm/seed_44/mlsd_median/u_pb_soil.npz
100k_1mm,44,mlsd_median,u_pb_concrete,0.9955673560230931,4.7269680849436035,648,1653,2301,100k_1mm/seed_44/mlsd_median/u_pb_concrete.npz
100k_1mm,44,mlsd_median,u_explosive_soil,0.6935194537972316,0.5304511407908632,648,1650,2298,100k_1mm/seed_44/mlsd_median/u_explosive_soil.npz
100k_1mm,44,mlsd_median,u_explosive_concrete,0.7494896471274424,0.6648982298196376,648,1651,2299,100k_1mm/seed_44/mlsd_median/u_explosive_concrete.npz
100k_1mm,44,mlsd_median,u_void_soil,0.8379415035753206,0.8589870477493164,648,1654,2302,100k_1mm/seed_44/mlsd_median/u_void_soil.npz
100k_1mm,44,mlsd_median,u_void_concrete,0.8608490742612432,0.8220668697154864,648,1649,2297,100k_1mm/seed_44/mlsd_median/u_void_concrete.npz
100k_1mm,44,namt_3p,u_pb_soil,0.9999941322818382,11.898936236880427,648,1578,2226,100k_1mm/seed_44/namt_3p/u_pb_soil.npz
100k_1mm,44,namt_3p,u_pb_concrete,0.9999883016307527,12.017451271802983,648,1583,2231,100k_1mm/seed_44/namt_3p/u_pb_concrete.npz
100k_1mm,44,namt_3p,u_explosive_soil,0.8935745102199589,1.727900484671359,648,1571,2219,100k_1mm/seed_44/namt_3p/u_explosive_soil.npz
100k_1mm,44,namt_3p,u_explosive_concrete,0.9379977146357553,2.3475907400468374,648,1572,2220,100k_1mm/seed_44/namt_3p/u_explosive_concrete.npz
100k_1mm,44,namt_3p,u_void_soil,0.9529926650752008,2.5011063156185416,648,1567,2215,100k_1mm/seed_44/namt_3p/u_void_soil.npz
100k_1mm,44,namt_3p,u_void_concrete,0.9505520778994957,3.084009714475601,648,1562,2210,100k_1mm/seed_44/namt_3p/u_void_concrete.npz
100k_1mm,44,namt_4p,u_pb_soil,0.9999892425167034,12.65154408841602,648,1578,2226,100k_1mm/seed_44/namt_4p/u_pb_soil.npz
100k_1mm,44,namt_4p,u_pb_concrete,0.9999892764948566,12.13067880562667,648,1583,2231,100k_1mm/seed_44/namt_4p/u_pb_concrete.npz
100k_1mm,44,namt_4p,u_explosive_soil,0.8763781817038766,1.4846253528965205,648,1571,2219,100k_1mm/seed_44/namt_4p/u_explosive_soil.npz
100k_1mm,44,namt_4p,u_explosive_concrete,0.9366704756070744,2.295470822440792,648,1572,2220,100k_1mm/seed_44/namt_4p/u_explosive_concrete.npz
100k_1mm,44,namt_4p,u_void_soil,0.9630062949569438,2.9158153947275394,648,1567,2215,100k_1mm/seed_44/namt_4p/u_void_soil.npz
100k_1mm,44,namt_4p,u_void_concrete,0.970319391094039,3.8732641981255393,648,1562,2210,100k_1mm/seed_44/namt_4p/u_void_concrete.npz
100k_1mm,45,poca,u_pb_soil,0.9683146877709025,2.920893580013613,648,1652,2300,100k_1mm/seed_45/poca/u_pb_soil.npz
100k_1mm,45,poca,u_pb_concrete,0.9571212121212122,2.7613778806229337,648,1650,2298,100k_1mm/seed_45/poca/u_pb_concrete.npz
100k_1mm,45,poca,u_explosive_soil,0.4868106995884774,0.11061552994512738,648,1650,2298,100k_1mm/seed_45/poca/u_explosive_soil.npz
100k_1mm,45,poca,u_explosive_concrete,0.5378730201382358,0.17902157513581024,648,1654,2302,100k_1mm/seed_45/poca/u_explosive_concrete.npz
100k_1mm,45,poca,u_void_soil,0.6362751472214749,0.26221632917259186,648,1652,2300,100k_1mm/seed_45/poca/u_void_soil.npz
100k_1mm,45,poca,u_void_concrete,0.6437048648567661,0.42686030668583724,648,1648,2296,100k_1mm/seed_45/poca/u_void_concrete.npz
100k_1mm,45,asr_q75,u_pb_soil,0.9998124636123427,5.7824809750374895,648,1654,2302,100k_1mm/seed_45/asr_q75/u_pb_soil.npz
100k_1mm,45,asr_q75,u_pb_concrete,0.9993670318836683,5.239408158004518,648,1653,2301,100k_1mm/seed_45/asr_q75/u_pb_concrete.npz
100k_1mm,45,asr_q75,u_explosive_soil,0.5155385270327799,0.016463846567747104,648,1653,2301,100k_1mm/seed_45/asr_q75/u_explosive_soil.npz
100k_1mm,45,asr_q75,u_explosive_concrete,0.6415537534303939,0.32571759497369007,648,1651,2299,100k_1mm/seed_45/asr_q75/u_explosive_concrete.npz
100k_1mm,45,asr_q75,u_void_soil,0.8263111665468057,0.9090471302850412,648,1648,2296,100k_1mm/seed_45/asr_q75/u_void_soil.npz
100k_1mm,45,asr_q75,u_void_concrete,0.8166153828813597,0.8658028393528865,648,1643,2291,100k_1mm/seed_45/asr_q75/u_void_concrete.npz
100k_1mm,45,mlsd_median,u_pb_soil,0.9972087705138553,5.2316288501972865,648,1652,2300,100k_1mm/seed_45/mlsd_median/u_pb_soil.npz
100k_1mm,45,mlsd_median,u_pb_concrete,0.9976220921102811,5.1048542131937555,648,1651,2299,100k_1mm/seed_45/mlsd_median/u_pb_concrete.npz
100k_1mm,45,mlsd_median,u_explosive_soil,0.6842850573165534,0.5004349883144377,648,1651,2299,100k_1mm/seed_45/mlsd_median/u_explosive_soil.npz
100k_1mm,45,mlsd_median,u_explosive_concrete,0.7217392685259917,0.5612877733307132,648,1652,2300,100k_1mm/seed_45/mlsd_median/u_explosive_concrete.npz
100k_1mm,45,mlsd_median,u_void_soil,0.8502581062971198,0.9176121079157077,648,1649,2297,100k_1mm/seed_45/mlsd_median/u_void_soil.npz
100k_1mm,45,mlsd_median,u_void_concrete,0.8617532584068017,0.7057568328404328,648,1651,2299,100k_1mm/seed_45/mlsd_median/u_void_concrete.npz
100k_1mm,45,namt_3p,u_pb_soil,0.9999279510846283,10.379501309245919,648,1585,2233,100k_1mm/seed_45/namt_3p/u_pb_soil.npz
100k_1mm,45,namt_3p,u_pb_concrete,0.9998848205152232,9.455602229151333,648,1581,2229,100k_1mm/seed_45/namt_3p/u_pb_concrete.npz
100k_1mm,45,namt_3p,u_explosive_soil,0.8655951734611178,1.581387298123507,648,1569,2217,100k_1mm/seed_45/namt_3p/u_explosive_soil.npz
100k_1mm,45,namt_3p,u_explosive_concrete,0.9084381773631137,1.910937186010837,648,1572,2220,100k_1mm/seed_45/namt_3p/u_explosive_concrete.npz
100k_1mm,45,namt_3p,u_void_soil,0.9766848848421619,3.224786460967236,648,1562,2210,100k_1mm/seed_45/namt_3p/u_void_soil.npz
100k_1mm,45,namt_3p,u_void_concrete,0.9585515249611222,2.9090332695459127,648,1556,2204,100k_1mm/seed_45/namt_3p/u_void_concrete.npz
100k_1mm,45,namt_4p,u_pb_soil,0.9999221092806793,11.329895765171578,648,1585,2233,100k_1mm/seed_45/namt_4p/u_pb_soil.npz
100k_1mm,45,namt_4p,u_pb_concrete,0.9999629083015126,9.862680069282481,648,1581,2229,100k_1mm/seed_45/namt_4p/u_pb_concrete.npz
100k_1mm,45,namt_4p,u_explosive_soil,0.8564942677965834,1.498548939173003,648,1569,2217,100k_1mm/seed_45/namt_4p/u_explosive_soil.npz
100k_1mm,45,namt_4p,u_explosive_concrete,0.914672863066629,1.840099505169876,648,1572,2220,100k_1mm/seed_45/namt_4p/u_explosive_concrete.npz
100k_1mm,45,namt_4p,u_void_soil,0.9795262879183066,3.452784078475344,648,1562,2210,100k_1mm/seed_45/namt_4p/u_void_soil.npz
100k_1mm,45,namt_4p,u_void_concrete,0.9701008045320385,3.6044150307908374,648,1556,2204,100k_1mm/seed_45/namt_4p/u_void_concrete.npz
100k_1mm,46,poca,u_pb_soil,0.9605332481391804,2.4546840397837313,648,1652,2300,100k_1mm/seed_46/poca/u_pb_soil.npz
100k_1mm,46,poca,u_pb_concrete,0.9643671533282577,2.9389671069224046,648,1654,2302,100k_1mm/seed_46/poca/u_pb_concrete.npz
100k_1mm,46,poca,u_explosive_soil,0.5093042617343954,0.1498480138837122,648,1646,2294,100k_1mm/seed_46/poca/u_explosive_soil.npz
100k_1mm,46,poca,u_explosive_concrete,0.5607701867526536,0.2524770880783076,648,1654,2302,100k_1mm/seed_46/poca/u_explosive_concrete.npz
100k_1mm,46,poca,u_void_soil,0.6174910237094006,0.25248573100878463,648,1647,2295,100k_1mm/seed_46/poca/u_void_soil.npz
100k_1mm,46,poca,u_void_concrete,0.6449652777777778,0.3432726051051303,648,1648,2296,100k_1mm/seed_46/poca/u_void_concrete.npz
100k_1mm,46,asr_q75,u_pb_soil,0.9998907048695185,5.702943540402683,648,1652,2300,100k_1mm/seed_46/asr_q75/u_pb_soil.npz
100k_1mm,46,asr_q75,u_pb_concrete,0.9996349697146228,5.490106581731045,648,1653,2301,100k_1mm/seed_46/asr_q75/u_pb_concrete.npz
100k_1mm,46,asr_q75,u_explosive_soil,0.5307659337121637,0.05516863409789689,648,1649,2297,100k_1mm/seed_46/asr_q75/u_explosive_soil.npz
100k_1mm,46,asr_q75,u_explosive_concrete,0.6437688447864632,0.32541364566842124,648,1646,2294,100k_1mm/seed_46/asr_q75/u_explosive_concrete.npz
100k_1mm,46,asr_q75,u_void_soil,0.8348831140548496,0.8757498929540675,648,1644,2292,100k_1mm/seed_46/asr_q75/u_void_soil.npz
100k_1mm,46,asr_q75,u_void_concrete,0.8435961466517022,0.9443694339929007,648,1650,2298,100k_1mm/seed_46/asr_q75/u_void_concrete.npz
100k_1mm,46,mlsd_median,u_pb_soil,0.9974591217529071,5.264138608005266,648,1652,2300,100k_1mm/seed_46/mlsd_median/u_pb_soil.npz
100k_1mm,46,mlsd_median,u_pb_concrete,0.9958645705121032,5.057240182977158,648,1655,2303,100k_1mm/seed_46/mlsd_median/u_pb_concrete.npz
100k_1mm,46,mlsd_median,u_explosive_soil,0.6850614283785608,0.5037917689917873,648,1646,2294,100k_1mm/seed_46/mlsd_median/u_explosive_soil.npz
100k_1mm,46,mlsd_median,u_explosive_concrete,0.7637301800691597,0.6428689365339629,648,1653,2301,100k_1mm/seed_46/mlsd_median/u_explosive_concrete.npz
100k_1mm,46,mlsd_median,u_void_soil,0.873218004614647,0.8677748104798043,648,1648,2296,100k_1mm/seed_46/mlsd_median/u_void_soil.npz
100k_1mm,46,mlsd_median,u_void_concrete,0.8889019907313823,0.9627470523735224,648,1649,2297,100k_1mm/seed_46/mlsd_median/u_void_concrete.npz
100k_1mm,46,namt_3p,u_pb_soil,0.9999872461993674,12.087851957427185,648,1573,2221,100k_1mm/seed_46/namt_3p/u_pb_soil.npz
100k_1mm,46,namt_3p,u_pb_concrete,0.9999088192385523,11.067743287236533,648,1574,2222,100k_1mm/seed_46/namt_3p/u_pb_concrete.npz
100k_1mm,46,namt_3p,u_explosive_soil,0.9187150882003041,2.1651503824978553,648,1567,2215,100k_1mm/seed_46/namt_3p/u_explosive_soil.npz
100k_1mm,46,namt_3p,u_explosive_concrete,0.9146608875031494,2.1037834688401333,648,1568,2216,100k_1mm/seed_46/namt_3p/u_explosive_concrete.npz
100k_1mm,46,namt_3p,u_void_soil,0.9546653712787216,2.74690115716134,648,1563,2211,100k_1mm/seed_46/namt_3p/u_void_soil.npz
100k_1mm,46,namt_3p,u_void_concrete,0.9678976801497595,3.5389850096292728,648,1563,2211,100k_1mm/seed_46/namt_3p/u_void_concrete.npz
100k_1mm,46,namt_4p,u_pb_soil,0.9999950946920644,12.815996045586372,648,1573,2221,100k_1mm/seed_46/namt_4p/u_pb_soil.npz
100k_1mm,46,namt_4p,u_pb_concrete,0.9999382323874064,11.221101931599835,648,1574,2222,100k_1mm/seed_46/namt_4p/u_pb_concrete.npz
100k_1mm,46,namt_4p,u_explosive_soil,0.9007431436967706,2.005725562854994,648,1567,2215,100k_1mm/seed_46/namt_4p/u_explosive_soil.npz
100k_1mm,46,namt_4p,u_explosive_concrete,0.9152661643361049,2.2146200905869966,648,1568,2216,100k_1mm/seed_46/namt_4p/u_explosive_concrete.npz
